AA356AA;BMW X5;X5 (E53) X5 3.0 d 218cv;http://www.oscaro.com/bmw-x5-e53-x5-3-0-d-218cv-boite-auto-14863-202-t
AA360AA;BMW SÈrie 5;SÈrie 5 (E61) Touring 525d 2.5 d 177cv;http://www.oscaro.com/bmw-serie-5-e61-touring-525d-2-5-d-177cv-boite-auto-1741-202-t
AA362AA;AUDI TT;TT sÈrie 2 CoupÈ 1.8 TFSi CoupÈ 16V 160 cv;http://www.oscaro.com/audi-tt-serie-2-coupe-1-8-tfsi-coupe-16v-160-cv-30201-824-t
AA365AA;VOLKSWAGEN Transporter;Transporter 7H 2.5 TDI Fourgon 131cv;http://www.oscaro.com/volkswagen-transporter-7h-2-5-tdi-fourgon-131cv-24297-919-t
AA366AA;RENAULT Kangoo;Kangoo II (VP) 1.5 dCi eco2 86 cv;http://www.oscaro.com/renault-kangoo-ii-vp-1-5-dci-eco2-86-cv-expression-30027-277-t
AA367AA;RENAULT MÈgane;MÈgane I Phase 2 Cabriolet (EA) 1.6 i 16V 107cv;http://www.oscaro.com/renault-megane-i-phase-2-cabriolet-ea-1-6-i-16v-107cv-sport-17394-30-t
AA371AA;VOLKSWAGEN Golf;Golf IV 1.9 TDi 115cv;http://www.oscaro.com/volkswagen-golf-iv-1-9-tdi-115cv-23830-919-t
AA375AA;RENAULT Laguna;Laguna III Estate 2.0 dCi 150 cv;http://www.oscaro.com/renault-laguna-iii-estate-2-0-dci-150-cv-expression-28563-277-t
AA377AA;AUDI A3;A3 SÈrie 2 FL 1.9 TDi S-Tronic 105 cv;http://www.oscaro.com/audi-a3-serie-2-fl-1-9-tdi-s-tronic-105-cv-boite-auto-29377-824-t
AA379AA;AUDI A4;A4 Avant SÈrie 3 (8K5) 2.0 TDi Break 143 cv;http://www.oscaro.com/audi-a4-avant-serie-3-8k5-2-0-tdi-break-143-cv-29507-824-t
AA382AA;VOLKSWAGEN Scirocco;Scirocco 2.0 TDI 16V DSG6 DPF 140 cv;http://www.oscaro.com/volkswagen-scirocco-2-0-tdi-16v-dsg6-dpf-140-cv-boite-auto-carat-30163-483-t
AA383AA;NISSAN King Cab;King Cab (D22) 2.5 TDi 4x4 Pickup 133cv;http://www.oscaro.com/nissan-king-cab-d22-2-5-tdi-4x4-pickup-133cv-dx-25102-425-t
AA385AA;SEAT Altea;Altea XL 1.9 TDi 105cv;http://www.oscaro.com/seat-altea-xl-1-9-tdi-105cv-reference-12085-1296-t
AA386AA;CITROÎN C25;C25 sÈrie 1 D 2.5 TD Ch√¢ssis cabine court 95cv;http://www.oscaro.com/citroen-c25-serie-1-d-2-5-td-chassis-cabine-court-95cv-16444-1906-t
AA387AA;SEAT Ibiza;Ibiza IV 5 portes 1.9 TDi Hatchback FAP 90 cv;http://www.oscaro.com/seat-ibiza-iv-5-portes-1-9-tdi-hatchback-fap-90-cv-reference-30055-1296-t
AA389AA;SEAT Ibiza;Ibiza III 1.4 i 16V 86cv;http://www.oscaro.com/seat-ibiza-iii-1-4-i-16v-86cv-reference-8802-1296-t
AA390AA;FIAT Brava;Brava (182) 1.4 i 12V 80cv;http://www.oscaro.com/fiat-brava-182-1-4-i-12v-80cv-3542-303-t
AA392AA;AUDI A3;A3 Sportback SÈrie 2 Phase 2 1.6 i S-Tronic 102 cv;http://www.oscaro.com/audi-a3-sportback-serie-2-phase-2-1-6-i-s-tronic-102-cv-boite-auto-29348-824-t
AA393AA;VOLKSWAGEN Passat;Passat B6 SW 1.8 FSi Break 16V DSG-7 160 cv;http://www.oscaro.com/volkswagen-passat-b6-sw-1-8-fsi-break-16v-dsg-7-160-cv-boite-auto-29824-919-t
AA396AA;SEAT Ibiza;Ibiza IV SC 3 portes 1.9 TDi FAP 105 cv;http://www.oscaro.com/seat-ibiza-iv-sc-3-portes-1-9-tdi-fap-105-cv-reference-30061-1296-t
AA404AA;SEAT Ibiza;Ibiza IV SC 3 portes 1.9 TDi FAP 90 cv;http://www.oscaro.com/seat-ibiza-iv-sc-3-portes-1-9-tdi-fap-90-cv-reference-30062-1296-t
AA411AA;RENAULT Clio;Clio III 5 portes Phase 2 1.5 dCi 86 cv;http://www.oscaro.com/renault-clio-iii-5-portes-phase-2-1-5-dci-86-cv-expression-30899-277-t
AA416AA;SEAT Ibiza;Ibiza III 1.4 TDi 70cv;http://www.oscaro.com/seat-ibiza-iii-1-4-tdi-70cv-reference-17844-1296-t
AA419AA;VOLKSWAGEN Golf;Golf VI 3 Portes 2.0 TDI DPF 140 cv;http://www.oscaro.com/volkswagen-golf-vi-3-portes-2-0-tdi-dpf-140-cv-confortline-29802-9-t
AA421AA;AUDI A4;A4 SÈrie 3 (8K2) 2.0 TDi 143 cv;http://www.oscaro.com/audi-a4-serie-3-8k2-2-0-tdi-143-cv-27713-824-t
AA422AA;AUDI A3;A3 Sportback SÈrie 2 Phase 2 1.8 TFSi 160 cv;http://www.oscaro.com/audi-a3-sportback-serie-2-phase-2-1-8-tfsi-160-cv-29383-824-t
AA423AA;TOYOTA Avensis;Avensis Break SW 2.0 D-4D 16V 126 cv;http://www.oscaro.com/toyota-avensis-break-sw-2-0-d-4d-16v-126-cv-sol-31045-899-t
AA428AA;VOLKSWAGEN Caddy;Caddy III Life 1.9 TDi Combi 105cv;http://www.oscaro.com/volkswagen-caddy-iii-life-1-9-tdi-combi-105cv-13578-919-t
AA430AA;VOLKSWAGEN Eos;Eos 2.0 TDi 16V DSG6 FAP 140 cv;http://www.oscaro.com/volkswagen-eos-2-0-tdi-16v-dsg6-fap-140-cv-boite-auto-30154-919-t
AA432AA;SEAT Leon;Leon II 2.0 TDi 170cv;http://www.oscaro.com/seat-leon-ii-2-0-tdi-170cv-8813-1443-t
AA433AA;AUDI A5;A5 CoupÈ Quattro 3.0 TDi V6 Multitronic 239 cv;http://www.oscaro.com/audi-a5-coupe-quattro-3-0-tdi-v6-multitronic-239-cv-boite-auto-29399-824-t
AA434AA;CITROÎN C4;C4 1.6 HDi 110 cv;http://www.oscaro.com/citroen-c4-1-6-hdi-110-cv-boite-auto-exclusive-27859-835-t
AA436AA;RENAULT Trafic;Trafic II 1.9 dCi Fourgon 100cv;http://www.oscaro.com/renault-trafic-ii-1-9-dci-fourgon-100cv-11553-1818-t
AA437AA;AUDI A3;A3 SÈrie 2 FL 1.9 TDi 105 cv;http://www.oscaro.com/audi-a3-serie-2-fl-1-9-tdi-105-cv-29375-824-t
AA445AA;PEUGEOT 306;306 II (N5) 1.9 D Cat. (moteur XUD9) 68 cv;http://www.oscaro.com/peugeot-306-ii-n5-1-9-d-cat-moteur-xud9-68-cv-symbio-36948-469-t
AA448AA;CITROÎN C4 Picasso;C4 Picasso 1.6 HDi 110cv;http://www.oscaro.com/citroen-c4-picasso-1-6-hdi-110cv-exclusive-9637-835-t
AA449AA;VOLKSWAGEN Fox;Fox 1.2 i 54cv;http://www.oscaro.com/volkswagen-fox-1-2-i-54cv-13605-919-t
AA453AA;LAND ROVER Freelander;Freelander 2.0 Td4 Break 112cv;http://www.oscaro.com/land-rover-freelander-2-0-td4-break-112cv-4745-963-t
AA458AA;SKODA Fabia;Fabia II Combi 1.4 TDI Break 80 cv;http://www.oscaro.com/skoda-fabia-ii-combi-1-4-tdi-break-80-cv-ambiente-28162-193-t
AA468AA;CITROÎN C Crosser;C Crosser 2.2 HDi 4WD 156cv;http://www.oscaro.com/citroen-c-crosser-2-2-hdi-4wd-156cv-9658-1906-t
AA471AA;NISSAN Micra;Micra mk3 Phase 2 (K12E) 1.2 i 65cv;http://www.oscaro.com/nissan-micra-mk3-phase-2-k12e-1-2-i-65cv-visia-16179-403-t
AA472AA;CITROÎN C3;C3 II 1.4 HDi 70cv;http://www.oscaro.com/citroen-c3-ii-1-4-hdi-70cv-exclusive-1866-835-t
AA473AA;PEUGEOT 407;407 Space Wagon SW 1.6 HDi Break 110cv;http://www.oscaro.com/peugeot-407-space-wagon-sw-1-6-hdi-break-110cv-confort-16912-105-t
AA481AA;BMW SÈrie 5;SÈrie 5 (E34) Touring 525tds 2.5 TD 143cv;http://www.oscaro.com/bmw-serie-5-e34-touring-525tds-2-5-td-143cv-14555-202-t
AA482AA;BMW SÈrie 6;SÈrie 6 (E64) Cabriolet 645Ci 4.4 i 333cv;http://www.oscaro.com/bmw-serie-6-e64-cabriolet-645ci-4-4-i-333cv-boite-auto-1759-202-t
AA483AA;RENAULT Espace;Espace IV 2.2 dCi 150cv;http://www.oscaro.com/renault-espace-iv-2-2-dci-150cv-expression-22429-277-t
AA485AA;NISSAN Qashqai;Qashqai+2 (JJ10E) 2.0 dCi 2WD 150 cv;http://www.oscaro.com/nissan-qashqai-2-jj10e-2-0-dci-2wd-150-cv-tekna-29657-333-t
AA491AA;DACIA Logan;Logan Fourgon Van 1.6 MPI Fourgon 90 cv;http://www.oscaro.com/dacia-logan-fourgon-van-1-6-mpi-fourgon-90-cv-29937-2445-t
AA492AA;PEUGEOT 308;308 5 Portes 1.6 HDi 16V 90 cv;http://www.oscaro.com/peugeot-308-5-portes-1-6-hdi-16v-90-cv-confort-31267-105-t
AA494AA;BMW SÈrie 3;SÈrie 3 (E46) Berline 320d 2.0 TD 132 cv;http://www.oscaro.com/bmw-serie-3-e46-berline-320d-2-0-td-132-cv-34142-202-t
AA499AA;CITROÎN C2;C2 1.4 HDi 68cv;http://www.oscaro.com/citroen-c2-1-4-hdi-68cv-exclusive-8735-835-t
AA500AA;RENAULT MÈgane;Megane III CoupÈ 1.9 dCi 130 cv;http://www.oscaro.com/renault-megane-iii-coupe-1-9-dci-130-cv-dynamique-29718-730-t
AA501AA;MAZDA Mazda 3;Mazda 3 FL 1.6 MZ-CD 109cv;http://www.oscaro.com/mazda-mazda-3-fl-1-6-mz-cd-109cv-harmonie-7024-1642-t
AA505AA;BMW SÈrie 3;SÈrie 3 (E92) CoupÈ 335xi 3.0 i 306 cv;http://www.oscaro.com/bmw-serie-3-e92-coupe-335xi-3-0-i-306-cv-boite-auto-28806-202-t
AA512AA;PEUGEOT 407;407 Space Wagon SW 2.0 HDi Break 136cv;http://www.oscaro.com/peugeot-407-space-wagon-sw-2-0-hdi-break-136cv-confort-10317-105-t
AA514AA;RENAULT Modus;Grand Modus 1.5 dCi eco2 68 cv;http://www.oscaro.com/renault-grand-modus-1-5-dci-eco2-68-cv-expression-30499-277-t
AA516AA;KIA Picanto;Picanto (SA) Phase 2 1.1 65 cv;http://www.oscaro.com/kia-picanto-sa-phase-2-1-1-65-cv-28213-2710-t
AA517AA;RENAULT Scenic;Grand Scenic II 1.5 dCi 106cv;http://www.oscaro.com/renault-grand-scenic-ii-1-5-dci-106cv-sport-11517-30-t
AA518AA;JAGUAR XK;XK8 4.0 Cabriolet 294 cv;http://www.oscaro.com/jaguar-xk8-4-0-cabriolet-294-cv-boite-auto-28094-2263-t
AA519AA;VOLKSWAGEN Golf;Golf III 1.9 TDi 90cv;http://www.oscaro.com/volkswagen-golf-iii-1-9-tdi-90cv-gtd-13637-179-t
AA522AA;RENAULT MÈgane;Megane III 1.5 dCi 105 cv;http://www.oscaro.com/renault-megane-iii-1-5-dci-105-cv-expression-29728-277-t
AA530AA;RENAULT Koleos;Koleos (X45) 2.0 dCi 4x4 SUV 16V FAP 150 cv;http://www.oscaro.com/renault-koleos-x45-2-0-dci-4x4-suv-16v-fap-150-cv-30037-1818-t
AA535AA;NISSAN Micra;Micra mk3 Phase 2 (K12E) 1.4 i 88cv;http://www.oscaro.com/nissan-micra-mk3-phase-2-k12e-1-4-i-88cv-boite-auto-acenta-6045-896-t
AA537AA;RENAULT Espace;Espace III 2.2 dT 116cv;http://www.oscaro.com/renault-espace-iii-2-2-dt-116cv-rte-17257-966-t
AA539AA;RENAULT Clio;Clio III 3 Portes 1.2 i 16V 75cv;http://www.oscaro.com/renault-clio-iii-3-portes-1-2-i-16v-75cv-confort-pack-clim-22407-639-t
AA540AA;BMW SÈrie 1;SÈrie 1 (E87) 120d 2.0 d 163cv Septronic;http://www.oscaro.com/bmw-serie-1-e87-120d-2-0-d-163cv-septronic-boite-auto-1563-202-t
AA541AA;ALFA ROMEO 156;156 Sport Wagon 1.9 JTD 105cv;http://www.oscaro.com/alfa-romeo-156-sport-wagon-1-9-jtd-105cv-145-1698-t
AA542AA;DACIA Logan;Logan MCV 1.5 dCi Break 85 cv;http://www.oscaro.com/dacia-logan-mcv-1-5-dci-break-85-cv-prestige-27817-712-t
AA548AA;MG MG F;MG F 1.8 i Cabriolet 120cv;http://www.oscaro.com/mg-mg-f-1-8-i-cabriolet-120cv-15952-2699-t
AA551AA;NISSAN X-Trail;X-Trail (T31) (JPN) 2.0 dCi DPF 4x4 All Mode 150 cv;http://www.oscaro.com/nissan-x-trail-t31-jpn-2-0-dci-dpf-4x4-all-mode-150-cv-boite-auto-sport-29057-206-t
AA553AA;AUDI A6;A6 SÈrie 3 Avant 2.7 TDi V6 177cv;http://www.oscaro.com/audi-a6-serie-3-avant-2-7-tdi-v6-177cv-971-824-t
AA554AA;TOYOTA RAV4;RAV4 2.2 D-4D 177cv;http://www.oscaro.com/toyota-rav4-2-2-d-4d-177cv-vx-23477-1260-t
AA555AA;BMW SÈrie 3;SÈrie 3 (E46) Cabriolet 320Ci 2.2 i Cabriolet 170cv;http://www.oscaro.com/bmw-serie-3-e46-cabriolet-320ci-2-2-i-cabriolet-170cv-14640-202-t
AA567AA;CITROÎN C4;C4 CoupÈ 1.6 HDi FAP 110cv bo√Æte pilotee;http://www.oscaro.com/citroen-c4-coupe-1-6-hdi-fap-110cv-boite-pilotee-vtr-9633-480-t
AA573AA;PEUGEOT 307;307 SW SW 2.0 HDi Break 107cv;http://www.oscaro.com/peugeot-307-sw-sw-2-0-hdi-break-107cv-10194-611-t
AA577AA;RENAULT Modus;Grand Modus 1.5 dCi eco2 Quickshift 86 cv;http://www.oscaro.com/renault-grand-modus-1-5-dci-eco2-quickshift-86-cv-boite-auto-expression-30503-277-t
AA578AA;FIAT 500;Nuova 500 1.2 MPi 69cv;http://www.oscaro.com/fiat-nuova-500-1-2-mpi-69cv-19685-303-t
AA583AA;NISSAN Pathfinder;Pathfinder (R51M) 2.5 dCi SUV 174cv;http://www.oscaro.com/nissan-pathfinder-r51m-2-5-dci-suv-174cv-sport-16195-206-t
AA584AA;CITROÎN Jumper;Jumper I 14Q 2.5 D 86cv Combi court;http://www.oscaro.com/citroen-jumper-i-14q-2-5-d-86cv-combi-court-31c-st-2803-681-t
AA585AA;FORD Focus;Focus I Hatchback 1.6 i 16V 100cv;http://www.oscaro.com/ford-focus-i-hatchback-1-6-i-16v-100cv-ambiente-12895-165-t
AA587AA;PEUGEOT 207;207 SW SW 1.6 HDi 92cv;http://www.oscaro.com/peugeot-207-sw-sw-1-6-hdi-92cv-trendy-22082-398-t
AA588AA;OPEL Corsa;Corsa C 1.0 i 58cv;http://www.oscaro.com/opel-corsa-c-1-0-i-58cv-expression-9286-603-t
AA589AA;FORD Fiesta;Fiesta V Affaire 1.4 TDCi 68cv;http://www.oscaro.com/ford-fiesta-v-affaire-1-4-tdci-68cv-ambiente-19907-165-t
AA593AA;CITROÎN Xsara;Xsara Break Phase 2 1.9 D 70cv;http://www.oscaro.com/citroen-xsara-break-phase-2-1-9-d-70cv-x-11959-432-t
AA598AA;TOYOTA Auris;Auris (E150) 5 Portes (Fab. GB) 1.4 D-4D 90cv;http://www.oscaro.com/toyota-auris-e150-5-portes-fab-gb-1-4-d-4d-90cv-sol-23238-899-t
AA599AA;FORD Fiesta;Fiesta III 89 1.3 i 60cv;http://www.oscaro.com/ford-fiesta-iii-89-1-3-i-60cv-hawai-3396-762-t
AA601AA;CITROÎN C15;C15 D 1.7 D Fourgon 60cv;http://www.oscaro.com/citroen-c15-d-1-7-d-fourgon-60cv-hit-16428-792-t
AA602AA;RENAULT Twingo;Twingo II (X44) 1.2 i 60cv;http://www.oscaro.com/renault-twingo-ii-x44-1-2-i-60cv-expression-22767-277-t
AA604AA;RENAULT MÈgane;MÈgane II 1.6 i 16V 115cv;http://www.oscaro.com/renault-megane-ii-1-6-i-16v-115cv-sport-dynamique-11205-917-t
AA607AA;MERCEDES-BENZ Classe CLK;Classe CLK (209) CoupÈ 270 2.7 CDI 170cv;http://www.oscaro.com/mercedes-benz-classe-clk-209-coupe-270-2-7-cdi-170cv-boite-auto-avantgarde-21012-1267-t
AA611AA;HYUNDAI i20;i20 - 5 portes (Prod. Indes) 1.2 i Hatchback 16V 78 cv;http://www.oscaro.com/hyundai-i20-5-portes-prod-indes-1-2-i-hatchback-16v-78-cv-30285-2411-t
AA612AA;HONDA Prelude;Prelude (BB*) 2.0 i 16V CoupÈ 133cv;http://www.oscaro.com/honda-prelude-bb-2-0-i-16v-coupe-133cv-14742-789-t
AA630AA;AUDI A4;A4 Serie 2 Phase 2 (8EC) 2.0 TDi 140cv;http://www.oscaro.com/audi-a4-serie-2-phase-2-8ec-2-0-tdi-140cv-1783-824-t
AA636AA;VOLKSWAGEN Touareg;Touareg I 5.0 TDi V10 Break 313cv;http://www.oscaro.com/volkswagen-touareg-i-5-0-tdi-v10-break-313cv-boite-auto-11040-919-t
AA638AA;MITSUBISHI Pajero;Pajero  1 (L0/1) 2.5 TD 4WD Break LWB 84 cv;http://www.oscaro.com/mitsubishi-pajero-1-l0-1-2-5-td-4wd-break-lwb-84-cv-29855-491-t
AA647AA;HYUNDAI Getz;Getz (BJ) Phase 2 1.5 CRDi 88cv;http://www.oscaro.com/hyundai-getz-bj-phase-2-1-5-crdi-88cv-gl-14943-518-t
AA648AA;AUDI A4;A4 Cabriolet SÈrie 1 (8H7) 2.5 TDI V6 163cv Multitronic;http://www.oscaro.com/audi-a4-cabriolet-serie-1-8h7-2-5-tdi-v6-163cv-multitronic-boite-auto-1803-824-t
AA651AA;FORD Connect;Transit Connect TC7 FL T220 1.8 TDCi Fourgon/Van long t√¥lÈ CU750kg 75 cv;http://www.oscaro.com/ford-transit-connect-tc7-fl-t220-1-8-tdci-fourgon-van-long-tole-cu750kg-75-cv-std-31880-1967-t
AA652AA;CITROÎN C4 Picasso;C4 Grand Picasso 1.6 HDi 110cv;http://www.oscaro.com/citroen-c4-grand-picasso-1-6-hdi-110cv-exclusive-9638-835-t
AA654AA;AUDI A3;A3 Sportback SÈrie 2 Phase 2 1.4 TFSi 125 cv;http://www.oscaro.com/audi-a3-sportback-serie-2-phase-2-1-4-tfsi-125-cv-29352-824-t
AA655AA;CITROÎN C4;C4 1.6 HDi 92cv;http://www.oscaro.com/citroen-c4-1-6-hdi-92cv-exclusive-1871-835-t
AA656AA;BMW SÈrie 1;SÈrie 1 (E87) 118d 2.0 d 122cv;http://www.oscaro.com/bmw-serie-1-e87-118d-2-0-d-122cv-4553-202-t
AA659AA;BMW SÈrie 3;SÈrie 3 (E36) Cabriolet 323i 2.5 i Cabriolet 170cv;http://www.oscaro.com/bmw-serie-3-e36-cabriolet-323i-2-5-i-cabriolet-170cv-1476-202-t
AA664AA;RENAULT Laguna;Laguna III Berline 2.0 dCi FAP 16V 150 cv;http://www.oscaro.com/renault-laguna-iii-berline-2-0-dci-fap-16v-150-cv-expression-36746-277-t
AA665AA;VOLKSWAGEN Golf;Golf IV 1.9 TDi 100cv;http://www.oscaro.com/volkswagen-golf-iv-1-9-tdi-100cv-13645-919-t
AA666AA;SAAB 9000;9000 Berline 2.3-16 T Turbo 170cv;http://www.oscaro.com/saab-9000-berline-2-3-16-t-turbo-170cv-boite-auto-cse-17754-1913-t
AA676AA;RENAULT Clio;Clio II 5 portes 1.2 i 60cv;http://www.oscaro.com/renault-clio-ii-5-portes-1-2-i-60cv-rt-11665-50-t
AA677AA;RENAULT Modus;Modus Phase 2 1.5 dCi eco2 68 cv;http://www.oscaro.com/renault-modus-phase-2-1-5-dci-eco2-68-cv-expression-28604-277-t
AA678AA;VOLKSWAGEN Touareg;Touareg I 2.5 R5 TDi Break 174cv;http://www.oscaro.com/volkswagen-touareg-i-2-5-r5-tdi-break-174cv-11038-919-t
AA683AA;PEUGEOT 306;306 II Break/Estaten(N5) 1.9 D (moteur DW8) 70cv;http://www.oscaro.com/peugeot-306-ii-break-estaten-n5-1-9-d-moteur-dw8-70cv-midnight-10606-77-t
AA689AA;RENAULT Clio;Clio II Phase 2 5 portes 1.5 dCi Hatchback 70 cv;http://www.oscaro.com/renault-clio-ii-phase-2-5-portes-1-5-dci-hatchback-70-cv-campus-30022-1043-t
AA691AA;RENAULT Clio;Clio III Estate 1.5 dCi 68 cv;http://www.oscaro.com/renault-clio-iii-estate-1-5-dci-68-cv-dynamique-28538-730-t
AA693AA;MERCEDES-BENZ Classe ML;Classe ML (163) ML400CDi 4.0 CDi V8 250cv;http://www.oscaro.com/mercedes-benz-classe-ml-163-ml400cdi-4-0-cdi-v8-250cv-boite-auto-5185-2713-t
AA695AA;RENAULT Master;Master II phase 3 Fourgon (F) 2.5 dCi 120 moyen surÈlevÈ L2H2 3.5t 120 cv;http://www.oscaro.com/renault-master-ii-phase-3-fourgon-f-2-5-dci-120-moyen-sureleve-l2h2-3-5t-120-cv-37236-1818-t
AA697AA;BMW SÈrie 5;SÈrie 5 (E39) Touring 530d 3.0 d 163 cv;http://www.oscaro.com/bmw-serie-5-e39-touring-530d-3-0-d-163-cv-34149-202-t
AA699AA;HYUNDAI i30;i30 1.6 CRDi 115cv;http://www.oscaro.com/hyundai-i30-1-6-crdi-115cv-confort-4027-2216-t
AA701AA;RENAULT R19;R19 Cabriolet 1.7 75cv;http://www.oscaro.com/renault-r19-cabriolet-1-7-75cv-boite-auto-11395-1818-t
AA705AA;CITROÎN Saxo;Saxo FL 1.1 i 60cv;http://www.oscaro.com/citroen-saxo-fl-1-1-i-60cv-x-2933-432-t
AA706AA;CITROÎN Berlingo;Berlingo (M59) Utilitaire 2.0 HDi Fourgon 90cv;http://www.oscaro.com/citroen-berlingo-m59-utilitaire-2-0-hdi-fourgon-90cv-1692-1906-t
AA707AA;FIAT 500;Nuova 500 1.3 MJTD 75cv;http://www.oscaro.com/fiat-nuova-500-1-3-mjtd-75cv-19686-303-t
AA711AA;BMW SÈrie 5;SÈrie 5 (E39) Touring 530d 3.0 d 193cv;http://www.oscaro.com/bmw-serie-5-e39-touring-530d-3-0-d-193cv-3203-202-t
AA716AA;SUBARU Justy;G3X Justy 1.0 i 12V 69 cv;http://www.oscaro.com/subaru-g3x-justy-1-0-i-12v-69-cv-35656-2720-t
AA719AA;MERCEDES-BENZ Sprinter;Sprinter II 906.153 518CDI37 3.0 D Ch√¢ssis cabine moyen 184cv;http://www.oscaro.com/mercedes-benz-sprinter-ii-906-153-518cdi37-3-0-d-chassis-cabine-moyen-184cv-21171-2713-t
AA720AA;NISSAN X-Trail;X-Trail (T31) (JPN) 2.0 dCi 4x2 16V FAP 150 cv;http://www.oscaro.com/nissan-x-trail-t31-jpn-2-0-dci-4x2-16v-fap-150-cv-xe-30589-724-t
AA734AA;RENAULT Laguna;Laguna III CoupÈ 3.0 dCi V6 235 cv;http://www.oscaro.com/renault-laguna-iii-coupe-3-0-dci-v6-235-cv-boite-auto-dynamique-29703-730-t
AA739AA;PEUGEOT 407;407 Berline 2.0 HDi 16V FAP 140 cv;http://www.oscaro.com/peugeot-407-berline-2-0-hdi-16v-fap-140-cv-confort-pack-30857-55-t
AA740AA;IVECO Daily;Daily 2006 Fourgon 29L12V9 2.3 TD 116 court t√¥lÈ surÈlevÈ 116 cv;http://www.oscaro.com/iveco-daily-2006-fourgon-29l12v9-2-3-td-116-court-tole-sureleve-116-cv-38235-2708-t
AA741AA;MINI MINI;MINI Clubman (R55) Cooper D 1.6 d 110 cv;http://www.oscaro.com/mini-mini-clubman-r55-cooper-d-1-6-d-110-cv-27911-2714-t
AA743AA;KIA Carnival;Carnival / Sedona II FL 2.9 CRDi 185cv;http://www.oscaro.com/kia-carnival-sedona-ii-fl-2-9-crdi-185cv-ex-15159-640-t
AA747AA;HYUNDAI Tucson;Tucson FL Break 2.0 i 2WD 16V 141 cv;http://www.oscaro.com/hyundai-tucson-fl-break-2-0-i-2wd-16v-141-cv-confort-37355-2216-t
AA749AA;MERCEDES-BENZ Classe V;Classe V (638) V220 2.2 CDI 122cv;http://www.oscaro.com/mercedes-benz-classe-v-638-v220-2-2-cdi-122cv-ambiente-15827-127-t
AA751AA;VOLKSWAGEN Polo;Polo V 1.6 i 75cv;http://www.oscaro.com/volkswagen-polo-v-1-6-i-75cv-carat-10905-483-t
AA753AA;PEUGEOT 306;306 II (N5) 2.0 HDi 90cv;http://www.oscaro.com/peugeot-306-ii-n5-2-0-hdi-90cv-presence-22334-242-t
AA755AA;ALFA ROMEO 147;147 1.9 JTDM 120cv;http://www.oscaro.com/alfa-romeo-147-1-9-jtdm-120cv-black-line-17-565-t
AA757AA;BMW SÈrie 5;SÈrie 5 (E34) 525td 2.5 TD 115cv;http://www.oscaro.com/bmw-serie-5-e34-525td-2-5-td-115cv-1455-202-t
AA759AA;FORD Mondeo;Mondeo III SW 2.0 TDCi Powershift 140 cv;http://www.oscaro.com/ford-mondeo-iii-sw-2-0-tdci-powershift-140-cv-boite-auto-x-trend-33247-1544-t
AA768AA;HONDA Civic;Civic (FK/FD/FN) HB 5p (FK) 2.2 iCDTi 140cv;http://www.oscaro.com/honda-civic-fk-fd-fn-hb-5p-fk-2-2-icdti-140cv-sport-3864-141-t
AA771AA;AUDI A3;A3 (8P1) SÈrie 2 1.9 TDi 105cv;http://www.oscaro.com/audi-a3-8p1-serie-2-1-9-tdi-105cv-1217-824-t
AA784AA;BMW SÈrie 3;SÈrie 3 (E36) Berline 325td 2.5 TD 115cv;http://www.oscaro.com/bmw-serie-3-e36-berline-325td-2-5-td-115cv-3182-202-t
AA785AA;DACIA Logan;Logan MCV 1.5 dCi Break 70cv;http://www.oscaro.com/dacia-logan-mcv-1-5-dci-break-70cv-ambiance-12007-2193-t
AA786AA;PEUGEOT 307;307 Restyling SW SW 1.6 HDi Break 110cv;http://www.oscaro.com/peugeot-307-restyling-sw-sw-1-6-hdi-break-110cv-confort-22106-105-t
AA791AA;VOLVO XC 60;XC 60 2.4 D5 TDi AWD 185 cv;http://www.oscaro.com/volvo-xc-60-2-4-d5-tdi-awd-185-cv-summum-29463-2-t
AA793AA;SUZUKI Swift;Swift II RS (Fab. Hongrie) -3 portes 1.3 DDiS 75 cv;http://www.oscaro.com/suzuki-swift-ii-rs-fab-hongrie-3-portes-1-3-ddis-75-cv-sport-29437-1485-t
AA796AA;FORD Fusion;Fusion FL 1.4 TDCi Break 68cv;http://www.oscaro.com/ford-fusion-fl-1-4-tdci-break-68cv-plus-3438-1327-t
AA797AA;PEUGEOT 407;407 Berline 1.6 HDi 110cv;http://www.oscaro.com/peugeot-407-berline-1-6-hdi-110cv-confort-7105-105-t
AA799AA;NISSAN Qashqai;Qashqai (J10E) 2.0 dCi 150cv;http://www.oscaro.com/nissan-qashqai-j10e-2-0-dci-150cv-tekna-16230-333-t
AA801AA;RENAULT Laguna;Laguna III Estate 2.0 dCi 130 cv;http://www.oscaro.com/renault-laguna-iii-estate-2-0-dci-130-cv-expression-29706-277-t
AA802AA;CITROÎN C3;C3 II 1.6 HDi 110cv;http://www.oscaro.com/citroen-c3-ii-1-6-hdi-110cv-vtr-16461-480-t
AA803AA;PEUGEOT 206;206 1.4 i 75cv;http://www.oscaro.com/peugeot-206-1-4-i-75cv-xt-premium-22067-91-t
AA804AA;MINI MINI;MINI (R50/53) One 1.6 i 90cv;http://www.oscaro.com/mini-mini-r50-53-one-1-6-i-90cv-pack-5619-2541-t
AA806AA;RENAULT Twingo;Twingo II (X44) 1.5 dCi 65cv;http://www.oscaro.com/renault-twingo-ii-x44-1-5-dci-65cv-expression-17595-277-t
