UCAR CHAMBERY RELAIS AEROPORT;Service de Relais GARE-AEROPORT; 73230; CHAMBERY - ST ALBAN LEYSSE;04 79 25 25 25;axslocation@orange.fr
OPEL RENT CHAMBERY;453 Rue des Epinettes; 73290; CHAMBERY - LA MOTTE-SERVOLEX;04 79 68 78 78;n.gazzotti@bymycar.fr
UCAR ANNEMASSE VILLE LA GRAND;4 Rue Chantemerle; 74100; VILLE LA GRAND;04 50 79 61 36;ANNEMASSE@votreagenceucar.fr
UCAR RELAIS GARE ANNEMASSE;Service relais GARE-AGENCE; 74100; VILLE LA GRAND;04 50 79 61 36;ANNEMASSE@votreagenceucar.fr
UCAR ROUTE DE GENÈVE;1 Chemin d’Hirmentaz; 74200; THONON LES BAINS;04 50 26 13 13;ucar1@orange.fr
UCAR AERODROME ANNEMASSE;Service relais AERODROME ANNEMASSE; 74100; VILLE LA GRAND;04 50 79 61 36;annemasse@votreagenceucar.fr
OPEL RENT ANNEMASSE;29 Rue de la république; 74100; VILLE LA GRAND;04 50 43 22 55;croguet@pgamotors.com
UCAR PARIS 19 PTE BRUNET;29; Boulevard d’Algérie; 75019;01 42 00 72 75;contact@arent4you.fr
UCAR RELAIS MAGASINS GENERAUX;Service de relais MAGASINS GEN. - AGENCE; 75010; PARIS;01 42 03 02 03;ucarsaintlouis@yahoo.fr
UCAR RELAIS PTE DE PANTIN;Service de relais Pte de PANTIN - AGENCE; 75019; PARIS;01 42 00 72 75;contact@arent4you.fr
UCAR PARIS 07 ECOLE MILITAIRE;26 Villa Croix Nivert; 75015; PARIS;09 83 72 17 33;ucarparis7@gmail.com
UCAR PARIS 10 ST-LOUIS;18 av Claude Vellefaux; 75010; PARIS;01 42 03 02 03;ucarsaintlouis@yahoo.fr
UCAR PARIS 13 PLACE D ITALIE;176 Boulevard Vincent Auriol ; 75013; PARIS;01 53 60 10 10;ucar.paris13@orange.fr
UCAR PARIS 14 MONTPARNASSE;25 Rue Jean Zay; 75014; PARIS;01 42 18 40 08;ucarmontparnasse@bbox.fr
RELAIS GARE MONTPARNASSE;Service de relais GARE - AGENCE; 75014; PARIS;01 42 18 40 08;ucarmontparnasse@bbox.fr
UCAR PARIS 20 NATION;41 bis Cours de Vincennes; 75020; PARIS;01 43 56 01 09;bekade@orange.fr
UCAR RELAIS GARE DU NORD;Service de relais GARE - AGENCE; 75010; PARIS;01 42 03 02 03;ucarsaintlouis@yahoo.fr
UCAR RELAIS PRE ST GERVAIS;Service de relais Pre St GERVAIS; 75019; PARIS;01 42 00 72 75;contact@arent4you.fr
RELAIS GARE DE L'EST;Service de relais GARE - AGENCE; 75010; PARIS;01 42 03 02 03;ucarsaintlouis@yahoo.fr
UCAR RELAIS GARE DE LYON;Service de relais GARE - AGENCE; 75020; PARIS;01 43 56 01 09;bekade@orange.fr
UCAR RELAIS GARE DE BERCY;Service de relais GARE - AGENCE; 75020; PARIS;01 43 56 01 09;bekade@orange.fr
UCAR RELAIS MÉTRO PICPUS;Service de relais METRO - AGENCE; 75020; PARIS;01 43 56 01 09;bekade@orange.fr
OPEL RENT PARIS 11 NATION;160 - 162 rue de la Roquette; 75011; PARIS;01 44 93 87 85;opelrent.paris11@gmail.com
OPEL RENT PARIS 15;285; Rue Lecourbe; 75015;01 44 26 13 45;opelrent@pgm-lecourbe.com
UCAR ROUEN SUD;15 CHEMIN DU HALAGE BOULEVARD INDUSTRIEL; 76300; SOTTEVILLE LES ROUEN;02 78 77 08 08;rouensud@votreagenceucar.fr
UCAR GOURNAY EN BRAY;12 Boulvard de VERDUN; 76220; GOURNAY en BRAY;02 35 90 76 05;gournayenbray@votreagenceucar.fr
UCAR RELAIS GARE ROUEN;Service de relais GARE-AGENCE; 76000; ROUEN;02 35 72 00 00;rouen@votreagenceucar.fr
UCAR ROUEN;198 Boulevard Jean Jaures; 76000; ROUEN;02 35 72 00 00;rouen@votreagenceucar.fr
OPEL RENT ELBEUF;ZAC CD7; 76410; CLEON;02 35 77 85 37;opelrentcleon@hotmail.fr
OPEL RENT LE HAVRE;20 Rue Marcel Paul; 76600; LE HAVRE;02 35 25 97 27;nda.lehavre.vente@opel.gmfrance.fr
OPEL RENT BRIE COMTE ROBERT;ZA Haie Passart; 77170; BRIE COMTE ROBERT;01 60 62 58 05;opelrentbcr@brunet-automobiles.com
OPEL RENT LOGNES;8 bis; rue des Campanules; 77185;01 60 17 67 41;opel.rent.autoval@free.fr
OPEL RENT MELUN;4 rue Paul Henri Spaak; 77240; VERT SAINT DENIS;01 64 10 22 05;sgomes@brunet-automobiles.com
OPEL RENT FONTAINEBLEAU;Zone des Brulis; 77210; SAMOREAU;01 64 22 82 22;opelrentsamoreau@brunet-automobiles.com
UCAR PLAISIR;1 Rue Paul Langevin; 78370; PLAISIR;01 30 57 22 22;fp.location@orange.fr
UCAR CHATOU AVENUE FOCH;97 Avenue Foch; 78400; CHATOU;01 39 76 39 76;slvm@orange.fr
UCAR COIGNIERES N10;35 RN10 - route nationale 10; 78310; COIGNIERES;01 34 61 22 22;labellocsas@wanadoo.fr
UCAR RELAIS GARE VERSAILLES CH;Service de relais GARE-AGENCE; 78000; VERSAILLES;01 30 21 01 01;ucar-versailles@orange.fr
OPEL RENT COIGNIERES;1 RUE JACQUAND (Z.A Coignières); 78310; COIGNIERES;01 30 05 07 80;coignieres.contact@opel.gmfrance.fr
UCAR VERSAILLES;11 bis Rue des Chantiers; 78000; VERSAILLES;01 30 21 01 01;ucar-versailles@orange.fr
OPEL RENT SARTROUVILLE;157 Avenue de la république; 78500 ; SARTROUVILLE;01 39 15 71 79;opelrent-soa@hotmail.fr
OPEL RENT NIORT;Espace Mendes; rue J.Cousinet; 79000;05 49 17 85 51;cgoguet@pgamotors.com
OPEL RENT AMIENS;19 Route d'Amiens; 80480; DURY-LES-AMIENS;03 22 95 42 42;renel.amiens.atelier@opel.gmfrance.fr
OPEL RENT MONTAUBAN;ZAC Albasud; 82000; MONTAUBAN;05 63 02 93 93;opelrentmontauban@hotmail.fr
UCAR TOULON;149 Avenue François Cuzin; 83000; TOULON;04 94 62 94 63;toulon@votreagenceucar.fr
UCAR FAYENCE TOURRETTES;353 Chemin des Terrassonnes; 83440; TOURRETTES;04 94 39 79 35;ucar.tourrettes@orange.fr
UCAR OLLIOULES;127 Chemin de la Capellane; 83190 ; OLLIOULES;04 94 64 93 14;ollioules@votreagenceucar.fr
UCAR RELAIS HYERES AEROPORT;Service Relais Aeroport HYERES; 83000; TOULON;04 94 62 94 63;toulon@votreagenceucar.fr
UCAR RELAIS LA GARDE;Service relais LA GARDE; 83000; LA GARDE;04 94 62 94 63;toulon@votreagenceucar.fr
UCAR RELAIS LA VALETTE;Service Relais La Valette; 83000; LA VALETTE;04 94 62 94 63;toulon@votreagenceucar.fr
UCAR RELAIS SAINT MANDRIER;Service Relais SAINT MANDRIER; 83000; SAINT MANDRIER;04 94 62 94 63;toulon@votreagenceucar.fr
UCAR RELAIS BANDOL;Service de relais GARE-AGENCE; 83150; BANDOL;04 94 64 93 14;ollioules@votreagenceucar.fr
UCAR RELAIS LA SEYNE SUR MER;Service de relais GARE-AGENCE; 83500; LA SEYNE SUR MER;04 94 64 93 14;ollioules@votreagenceucar.fr
UCAR RELAIS SANARY;Service de relais GARE-AGENCE; 83110; SANARY;04 94 64 93 14;ollioules@votreagenceucar.fr
UCAR RELAIS SIX FOURS LES PLA.;Service de relais GARE-AGENCE; 83140; SIX FOURS LES PLAGES;04 94 64 93 14;ollioules@votreagenceucar.fr
UCAR RELAIS TOULON GARE;Service relais GARE-AGENCE; 83000; TOULON;04 94 64 93 14;ollioules@votreagenceucar.fr
UCAR FREJUS;272 RDN 7; 83600; FREJUS;04 94 44 55 55;frejus@votreagenceucar.fr
UCAR RELAIS GARE ST RAPHAEL;Service relais GARE-AGENCE; 83600; FREJUS;04 94 44 55 55;frejus@votreagenceucar.fr
UCAR RELAIS GARE DE FREJUS;Service relais GARE-AGENCE; 83600; FREJUS;04 94 44 55 55;frejus@votreagenceucar.fr
OPEL RENT TOULON;Avenue du Colonel Fabien; 83100; TOULON;04 94 46 77 74;opelrent-toulon@bruschetauto.com
UCAR RELAIS GARE TGV AVIGNON;Service de Relais Gare Agence AVIGNON; 84000; AVIGNON;04 90 14 01 01;ucar.avignon@gmail.com
UCAR AVIGNON CAP SUD;160 bis Rue Pierre Semard; 84000; AVIGNON;04 90 14 01 01;ucar.avignon@gmail.com
OPEL RENT AVIGNON;145 Rue J Demy ZAC Castelette; 84140; AVIGNON;0490811998;opelrentavignon@bruschetauto.com
OPEL RENT LA ROCHE SUR YON;73 rue de la croisée ZA Beaupuy; 85000; MOUILLERON LE CAPTIF;02 51 05 36 74;opelrent85@groupebarbier.fr
OPEL RENT POITIERS;Route de Saumur; 86440; MIGNE AUXANCES;05 49 54 12 84;opel.rent@adsa.fr
UCAR LIMOGES;375; RUE DE TOULOUSE- ZI ROMANET; 87000;05 55 55 88 88;limoges@votreagenceucar.fr
OPEL RENT LIMOGES;Avenue Louis Armand; 87021; LIMOGES;05 55 38 94 14;opelrent@autozinord.fr
UCAR BELFORT GARE;5 bis rue Aristide Briand; 90000; BELFORT;03 84 22 76 57;ucar.belfort@wanadoo.fr
UCAR BELFORT-MONBELIARD TGV;Service relais GARE-TGV; 90000; BELFORT;03 84 22 76 57;ucar.belfort@wanadoo.fr
UCAR LES ULIS COURTABOEUF;4 Avenue des Andes; 91940; LES ULIS;01 64 46 57 57;ucar-ulis@orange.fr
UCAR MASSY N20;194 Avenue du Marechal Leclerc; 91300; MASSY;01 60 10 60 10;ucar-massy@orange.fr
UCAR ST MICHEL SUR ORGE N104;84 Rue des Tiphoines; 91240; SAINT MICHEL SUR ORGE;01 69 01 69 01;ucar.91@wanadoo.fr
OPEL RENT ATHIS MONS;72-74 Av François Mitterand; 91200; ATHIS MONS;01 69 38 46 49;athismons-orly@opelrent.fr
OPEL RENT STE GENEVIEVE;4 avenue du bout du plessis; 91700; SAINTE GENEVIEVE DES BOIS;01 60 15 12 27;opel.rent@garageduchateau.fr
OPEL RENT VIGNEUX;7 Rue de la Longeraie; 91270; VIGNEUX SUR SEINE;01 69 40 32 76;opelrent@bda-sa.fr
OPEL RENT ORSAY LES ULIS;20 rue des Thuillère; 91940; GOMETZ LE CHATEL;01 60 12 71 06;opelrent@ulis-auto.fr
OPEL RENT MASSY;13 avenue du Maréchal Juin; 91300; MASSY;01 69 75 18 36;opelrent@aero91.fr
UCAR RELAIS GARE LA DEFENSE;Service relais GARE-AGENCE; 92400; COURBEVOIE;01 55 70 22 22;ucar-courbevoie@wanadoo.fr
UCAR RELAIS GARE PORTE MAILLOT;Service relais GARE-AGENCE; 92400; COURBEVOIE;01 55 70 22 22;ucar-courbevoie@wanadoo.fr
UCAR RELAIS NATIONALE 20;Service Relais Gare-Agence; 92220; BAGNEUX;01 45 46 20 20;acl9@wanadoo.fr
UCAR RELAIS GARE PTE. MAILLOT;Service de relais GARE-AGENCE; 92600; ASNIERES;01 40 86 76 76;asnieres@votreagenceucar.fr
UCAR PUTEAUX-LA DEFENSE;55-57 Rue Jean Jaurès; 92800; PUTEAUX;01 47 74 53 55;puteaux@ucar.fr
UCAR CLAMART;177 Avenue du General De Gaulle ; 92140; CLAMART;01 71 17 69 31;Clamart@votreagenceucar.fr
UCAR RELAIS ANTONY;Service Relais La Poste N20; 92160; ANTONY;01 60 10 60 10;ucar-massy@orange.fr
UCAR VELIZY RELAIS GARE;Service de relais GARE-AGENCE; 92140; CLAMART;01 71 17 69 31;Clamart@votreagenceucar.fr
UCAR VAL DE SEINE RELAIS GARE;Service de relais GARE-AGENCE; 92140; CLAMART;01 71 17 69 31;Clamart@votreagenceucar.fr
OPEL RENT CLAMART;321-323 Av Général de Gaulle; 92140; CLAMART;01 40 83 89 83;opelrent@aero92.fr
UCAR ST DENIS STADE DE FRANCE;56 Avenue Francis de Pressensé; 93200; SAINT DENIS;01 53 56 80 80;saintdenis@ucar.fr
UCAR LA COURNEUVE;116 Avenue Jean Mermoz; 93120; LA COURNEUVE;01 48 36 75 58;ucarlacourneuve93@orange.fr
UCAR NOISY LE SEC;58 rue de Paris; 93130; NOISY LE SEC;01 48 43 38 08;nls@votreagenceucar.fr
OPEL RENT LES LILAS;31 Rue du Garde Chasse; 93260; LES LILAS;01 48 44 88 89;opelrentleslilas@hotmail.fr
UCAR CACHAN N20;99 Avenue Aristide Briand; 94230; CACHAN;01 45 46 20 20;acl9@wanadoo.fr
OPEL RENT FRESNES;18 avenue de Stalingrad; 94262; FRESNES;01 46 15 40 35;opelrent@valmar.fr
OPEL RENT VINCENNES;2-4 Avenue Paul Déroulède; 94300; VINCENNES;01 43 28 92 88;opelrentvincennes@msn.com
UCAR CERGY;6 rue Francis COMBE; 95000; CERGY;01 34 41 51 30;ucar.cergy@gmail.com
UCAR BELLOY EN FRANCE;10 ROUTE DE VIARMES-HAMEAU DU BEAU-JOY; 95270; BELLOY EN FRANCE;01 30 35 70 58;corinne@car-consulting.fr
UCAR SAINT OUEN L AUMONE;56 rue de Paris ; 95310; SAINT OUEN L AUMONE;01 34 30 46 69;autorent95310@gmail.com
UCAR EAUBONNE ROUTE ST LEU;1 Route de Saint Leu; 95600; EAUBONNE;01 34 27 50 64;auto-location-95@orange.fr
UCAR RELAIS GARE CERGY P.;Service relais GARE-AGENCE; 95310; SAINT OUEN L AUMONE;01 34 30 46 69;autorent95310@gmail.com
OPEL RENT GONESSE;1 avenue Nungesser e coli; 95500; GONESSE;01 34 45 91 27;opelrentgonesse@yahoo.fr
UCAR RELAIS AEROP. PIERREFONDS;Service de relais AEROPORT-AGENCE; 97410; SAINT PIERRE;null;reunionlocation@gmail.com
UCAR RELAIS AEROP. ROLLAND G.;Service de relais Aéroport-Agence; 97400; ST-DENIS;null;reunionlocation@gmail.com
UCAR RELAIS GARE ROUTIERE;Service de relais GARE-AGENCE; 97400; ST-DENIS;null;reunionlocation@gmail.com
UCAR RELAIS GARE ROUTIERE;Service de relais GARE-AGENCE; 97410; SAINT PIERRE;null;reunionlocation@gmail.com
UCAR REUNION RELAIS ST GILLES;Service de relais ST GILLES-ST PIERRE; 97410; SAINT PIERRE;null;reunionlocation@gmail.com
UCAR REUNION RELAIS ST PAUL;Service de relais ST-PAUL-ST DENIS; 97400; ST-DENIS;null;reunionlocation@gmail.com
UCAR REUNION SAINT PIERRE;76 allées des Aubepines ; 97410; SAINT PIERRE;null;reunionlocation@gmail.com
UCAR REUNION ST-DENIS;9 Boulevard Doret; 97400; ST-DENIS;null;reunionlocation@gmail.com
